Genome,brasiliense_clade,virulent_Pbrasiliense,assay_FN,assay_TP_vs_Pbr,assay_TP_vs_avirulent_Pbr,assay_FN_vs_TP,NL_Pbr_vs_Pbr,polaris_clade,polaris_outlier_cmp,parvum_clade,quasiaquaticum_clade,aquaticum_clade,versatile_clade,versatile_clade2,carotovorum_clade,carotovorum_outlier_cmp,odoriferum_clade,actinidiae_clade,aroidearum_clade,new_species_clade,new_species_vs_aroidearum,parmentieri_clade,wasabiae_clade,punjabense_clade,polonicum_clade,atrosepticum_clade,peruviense_clade,zantedeschiae_clade,betavasculorum_clade,cacticida_genome,fontis_genome,carotovorum_outlier,colocasium_genome
341,brasiliense_clade,N,N,N,N,NA,N,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
342,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
343,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,actinidiae_clade,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
344,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,actinidiae_clade,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
345,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
346,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
347,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,parmentieri_clade,N,N,N,N,N,N,N,N,N,N,N
348,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,atrosepticum_clade,N,N,N,N,N,N,N
349,N,NA,NA,NA,NA,NA,NA,polaris_clade,N,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
350,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,parmentieri_clade,N,N,N,N,N,N,N,N,N,N,N
351,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,wasabiae_clade,N,N,N,N,N,N,N,N,N,N
352,brasiliense_clade,N,N,N,N,NA,N,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
353,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
354,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
355,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,peruviense_clade,N,N,N,N,N,N
356,brasiliense_clade,N,N,N,N,NA,N,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
357,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
358,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
359,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
360,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
361,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
362,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
363,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
364,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
365,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
366,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
367,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
368,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
369,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
370,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
371,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
372,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
373,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
374,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,actinidiae_clade,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
375,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,fontis_genome,N,N
376,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,parmentieri_clade,N,N,N,N,N,N,N,N,N,N,N
377,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,odoriferum_clade,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
378,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,odoriferum_clade,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
379,brasiliense_clade,N,N,N,N,NA,N,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
380,brasiliense_clade,N,N,N,N,NA,N,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
381,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,wasabiae_clade,N,N,N,N,N,N,N,N,N,N
382,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,atrosepticum_clade,N,N,N,N,N,N,N
383,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,betavasculorum_clade,N,N,N,N
384,N,NA,NA,NA,NA,NA,NA,N,NA,parvum_clade,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
385,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,atrosepticum_clade,N,N,N,N,N,N,N
386,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,betavasculorum_clade,N,N,N,N
387,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,wasabiae_clade,N,N,N,N,N,N,N,N,N,N
388,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
389,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,atrosepticum_clade,N,N,N,N,N,N,N
390,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
391,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
392,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,atrosepticum_clade,N,N,N,N,N,N,N
393,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,parmentieri_clade,N,N,N,N,N,N,N,N,N,N,N
394,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,parmentieri_clade,N,N,N,N,N,N,N,N,N,N,N
395,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,aroidearum_clade,N,N,N,N,N,N,N,N,N,N,N,N,N,N
396,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,atrosepticum_clade,N,N,N,N,N,N,N
397,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
398,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
399,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
400,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
401,brasiliense_clade,virulent_Pbrasiliense,N,assay_TP_vs_Pbr,assay_TP_vs_avirulent_Pbr,N,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
402,brasiliense_clade,virulent_Pbrasiliense,N,assay_TP_vs_Pbr,assay_TP_vs_avirulent_Pbr,N,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
403,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
404,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
405,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
406,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
407,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
408,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
409,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
410,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
411,brasiliense_clade,virulent_Pbrasiliense,N,assay_TP_vs_Pbr,assay_TP_vs_avirulent_Pbr,N,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
412,brasiliense_clade,virulent_Pbrasiliense,assay_FN,N,NA,assay_FN_vs_TP,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
413,brasiliense_clade,virulent_Pbrasiliense,N,assay_TP_vs_Pbr,assay_TP_vs_avirulent_Pbr,N,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
414,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
415,brasiliense_clade,virulent_Pbrasiliense,N,assay_TP_vs_Pbr,assay_TP_vs_avirulent_Pbr,N,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
416,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
417,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
418,brasiliense_clade,virulent_Pbrasiliense,N,assay_TP_vs_Pbr,assay_TP_vs_avirulent_Pbr,N,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
419,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
420,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,carotovorum_clade,N,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
421,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,new_species_clade,new_species_vs_aroidearum,N,N,N,N,N,N,N,N,N,N,N,N
422,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,odoriferum_clade,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
423,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,polonicum_clade,N,N,N,N,N,N,N,N
424,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,versatile_clade,versatile_clade2,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
425,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,aroidearum_clade,N,N,N,N,N,N,N,N,N,N,N,N,N,N
426,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
427,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
428,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,punjabense_clade,N,N,N,N,N,N,N,N,N
429,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
430,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,parmentieri_clade,N,N,N,N,N,N,N,N,N,N,N
431,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,new_species_clade,new_species_vs_aroidearum,N,N,N,N,N,N,N,N,N,N,N,N
432,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,odoriferum_clade,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
433,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
434,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,odoriferum_clade,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
435,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,aroidearum_clade,N,N,N,N,N,N,N,N,N,N,N,N,N,N
436,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,versatile_clade,versatile_clade2,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
437,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,aroidearum_clade,N,N,N,N,N,N,N,N,N,N,N,N,N,N
438,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
439,brasiliense_clade,N,N,N,N,NA,NL_Pbr_vs_Pbr,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
440,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,zantedeschiae_clade,N,N,N,N,N
441,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,aroidearum_clade,N,N,N,N,N,N,N,N,N,N,N,N,N,N
442,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,new_species_clade,new_species_vs_aroidearum,N,N,N,N,N,N,N,N,N,N,N,N
443,N,NA,NA,NA,NA,NA,NA,polaris_clade,N,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
444,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,new_species_clade,new_species_vs_aroidearum,N,N,N,N,N,N,N,N,N,N,N,N
445,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,aroidearum_clade,N,N,N,N,N,N,N,N,N,N,N,N,N,N
446,N,NA,NA,NA,NA,NA,NA,N,polaris_outlier_cmp,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
447,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,versatile_clade,versatile_clade2,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
448,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,versatile_clade,versatile_clade2,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
449,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,actinidiae_clade,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
450,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,aroidearum_clade,N,N,N,N,N,N,N,N,N,N,N,N,N,N
451,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,cacticida_genome,N,N,N
452,N,NA,NA,NA,NA,NA,NA,N,NA,N,N,N,N,N,N,NA,N,N,N,N,NA,parmentieri_clade,N,N,N,N,N,N,N,N,N,N,N
453,N,NA,NA,NA,NA,NA,NA,N,NA,parvum_clade,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
454,N,NA,NA,NA,NA,NA,NA,polaris_clade,N,N,N,N,N,N,N,NA,N,N,N,N,NA,N,N,N,N,N,N,N,N,N,N,N,N
